博物馆博物编号,文物详细信息,文物名称,时间,朝代,出处,详情页地址,图片url
2660,中国西北部，新石器时代，马家窑文化，马家窑阶段（公元前3300-2650年）。陶器，有滑绘装饰；直径：39.1厘米（15 3/8英寸）；总长：45.2厘米（17 13/16英寸）。克利夫兰艺术博物馆，Donna S. and James S. Reid Jr.,螺旋纹罐,公元前3300-2650年,中国 - 新石器时代,"(Kaikodo, New York, NY)；James Sims Reid Jr.先生[1926-2020]和 Donna S. Reid 夫人[生于 1931]，俄亥俄州克利夫兰高地，赠与克利夫兰艺术博物馆(?-2004)；克利夫兰艺术博物馆，俄亥俄州克利夫兰(2004-)",https://clevelandart.org/art/2004.64,https://openaccess-cdn.clevelandart.org/2004.64/2004.64_web.jpg
2661,陈继儒（中国，1558-1639 年）。手卷；金色斑点纸上墨迹；书法部分：27 x 195 厘米（10 5/8 x 76 3/4 英寸）。克利夫兰艺术博物馆，Roger Y.K. 博士和 Evangeline C. 徐夫人、Daphne T. 徐博士、Jeffrey T. 徐博士为纪念周儒熙博士所赠 2004.65,四首诗：草书书法,15 世纪-16 世纪,亚洲 - 手卷,"Dr. ROGER Y. K. HU [1927-2022] AND Mrs. Evangeline C. HU, Dr. DAPHNE T. HU, and Dr. JEFREY T. HU, 赠与克利夫兰艺术博物馆 (?-2004); 克利夫兰艺术博物馆, cleveland, oh (2004-)",https://clevelandart.org/art/2004.65,https://openaccess-cdn.clevelandart.org/2004.65/2004.65_web.jpg
2662,中国，清朝（1644-1911）.丝绸，镀金金属线；刺绣；总尺寸：104.2 x 153 厘米（41 x 60 1/4 英寸）.克利夫兰艺术博物馆，Elizabeth Wade SEDGWICK赠 2005.135,新娘礼服：龙袍、百褶裙、披肩,1800s,纺织品,伊丽莎白-韦德-塞奇威克[1913-2013]，马萨诸塞州列克星敦，赠送给克利夫兰艺术博物馆(?-2005)；克利夫兰艺术博物馆，俄亥俄州克利夫兰(2005-),https://clevelandart.org/art/2005.135,https://openaccess-cdn.clevelandart.org/2005.135/2005.135_web.jpg
2663,中国，清朝（1644-1911）.丝绸，镀金金属线；刺绣；总尺寸：104.2 x 153 厘米（41 x 60 1/4 英寸）.克利夫兰艺术博物馆，Elizabeth Wade SEDGWICK赠 2005.135.1,新娘礼服：龙袍,1800s,纺织品,伊丽莎白-韦德-塞奇威克[1913-2013]，马萨诸塞州列克星敦，赠送给克利夫兰艺术博物馆(?-2005)；克利夫兰艺术博物馆，俄亥俄州克利夫兰(2005-),https://clevelandart.org/art/2005.135.1,https://openaccess-cdn.clevelandart.org/2005.135.1/2005.135.1_web.jpg
2664,中国，清朝（1644-1911）.丝绸，镀金金属线；刺绣；总尺寸：94.6 x 86.4 厘米（37 1/4 x 34 英寸）.克利夫兰艺术博物馆，Elizabeth Wade SEDGWICK赠 2005.135.2,新娘礼服：百褶裙,1800s,纺织品,伊丽莎白-韦德-塞奇威克[1913-2013]，马萨诸塞州列克星敦，赠送给克利夫兰艺术博物馆(?-2005)；克利夫兰艺术博物馆，俄亥俄州克利夫兰(2005-),https://clevelandart.org/art/2005.135.2,https://openaccess-cdn.clevelandart.org/2005.135.2/2005.135.2_web.jpg
2665,中国，清朝（1644-1911）.丝绸，镀金金属线；刺绣；总尺寸：111.8 x 73.7 厘米（44 x 29 英寸）.克利夫兰艺术博物馆，Elizabeth Wade SEDGWICK赠 2005.135.3,新娘礼服：披肩,1800s,纺织品,伊丽莎白-韦德-塞奇威克[1913-2013]，马萨诸塞州列克星敦，赠送给克利夫兰艺术博物馆(?-2005)；克利夫兰艺术博物馆，俄亥俄州克利夫兰(2005-),https://clevelandart.org/art/2005.135.3,https://openaccess-cdn.clevelandart.org/2005.135.3/2005.135.3_web.jpg
2666,中国，内蒙古，夏家店文化下层（公元前 2200-1600 年）。深灰色陶器；整体：22.9 x 17 厘米（9 x 6 11/16 英寸）。,鬲形三足鼎,公元前 1200-800 年,中国 - 新石器时代,托马斯-弗伦奇夫妇，俄亥俄州，赠送给克利夫兰艺术博物馆(?-2005)；克利夫兰艺术博物馆，俄亥俄州克利夫兰(2005-),https://clevelandart.org/art/2005.20,https://openaccess-cdn.clevelandart.org/2005.20/2005.20_web.jpg
2667,公共谷物》，2004 年。纪云飞（中国，1963 年生），Harlan & Weaver 出版：71 x 62 厘米（27 15/16 x 24 7/16 英寸）；纸张：克利夫兰艺术博物馆，Judith 和 James A. Saks 赠 2005.257,公粮,2004,蚀刻,"Judith and James A. Saks, Cleveland, Oh, 赠与克利夫兰艺术博物馆 (?-2005)；克利夫兰艺术博物馆, Cleveland, Oh (2005-)",https://clevelandart.org/art/2005.257,无图像
2668,中国，商代（约公元前 1600 年至公元前 1046 年），安阳期（约公元前 1250 年至公元前 1046 年）。青铜；总长：50.8 厘米（20 英寸）。,酒器（斝）,c.公元前 1250-1046 年,中国 - 商朝,据说岛本先生是在二战前从一位拥有肥皂公司 Mizura Co 的著名收藏家那里得到这件青铜器的、六年前，寺崎先生从岛本夫人手中购得此器；值得注意的是，这位商人寺崎先生是 hugen do filin 的坂本五郎先生的弟子--坂本五郎先生是日本著名的中国艺术品（尤其是中国青铜器）收藏家/经销商。(经京都国立博物馆馆长证实，寺崎先生还为京都国立博物馆提供了大量艺术品。,https://clevelandart.org/art/2005.54,https://openaccess-cdn.clevelandart.org/2005.54/2005.54_web.jpg
2669,中国，湖南省，唐代（618-907 年）。石器，带橄榄绿色釉和铁褐色飞溅，长沙器；整体：29.2 x 19.8 厘米（11 1/2 x 7 13/16 英寸）；边沿直径：10.3 厘米（4 1/16 英寸）：克利夫兰艺术博物馆，爱德华-L-威特摩尔基金 2005.57,执壶,800s,中国 - 唐朝,J.J.巴尔斯；（JAN VAN BEERS东方艺术，英国伦敦，出售给克利夫兰艺术博物馆）(?-2005)；克利夫兰艺术博物馆，克利夫兰，哦 (2005-),https://clevelandart.org/art/2005.57,https://openaccess-cdn.clevelandart.org/2005.57/2005.57_web.jpg
2670,王无邪（中国，1936 年生）。纸上水墨和彩色；总尺寸：94 x 213.4 厘米（37 x 84 英寸）。克利夫兰艺术博物馆，Alma Kroeger 基金 2006.1。,心之谷 第九号,1998,中国艺术,"(kaikodo america inc., New York, NY,出售给克利夫兰艺术博物馆) (? -2006); 克利夫兰艺术博物馆, cleveland, oh (2006-)",https://clevelandart.org/art/2006.1,无图像
2671,李化一（中国，1948 年生）。水平平裱；纸上水墨和彩色；绘画：克利夫兰艺术博物馆，Norman O. Stone 和 Ella A. Stone 纪念基金 2006.115,大地山水,c.2004,中国艺术,艺术家收藏，加州旧金山（2004-？）；（Kaikodo America Inc.,https://clevelandart.org/art/2006.115,无图像
2672,松林与狼》，2005 年。蔡国强（中国，1957 年生）。火药、导火线、木板背面烧纸；总尺寸：230 x 308 厘米（90 9/16 x 121 1/4 英寸）。克利夫兰艺术博物馆，Agnes Gund 赠 2006.134,松林与狼,2005,当代 - 绘画,克利夫兰艺术博物馆，克利夫兰，俄亥俄州（2006 年至今）,https://clevelandart.org/art/2006.134,无图像
2673,松林与狼》，2005 年。蔡国强（中国，1957 年生）。爆炸火药、导火线、木板背面烧纸；整体：230 x 308 厘米（90 9/16 x 121 1/4 英寸）；木板：230 x 77 厘米（90 9/16 x 30 5/16 英寸）：克利夫兰艺术博物馆，Agnes Gund 赠 2006.134.A,松林与狼,2005,Contemp - 绘画,[],https://clevelandart.org/art/2006.134.a,无图像
2674,松林与狼》，2005 年。蔡国强（中国，1957 年生）。爆炸火药、导火线、木板背面烧纸；整体：230 x 308 厘米（90 9/16 x 121 1/4 英寸）；木板：230 x 77 厘米（90 9/16 x 30 5/16 英寸）：克利夫兰艺术博物馆，Agnes Gund 赠 2006.134.B,松林与狼,2005,Contemp - 绘画,[],https://clevelandart.org/art/2006.134.b,无图像
2675,松林与狼》，2005 年。蔡国强（中国，1957 年生）。爆炸火药、导火线、木板背面烧纸；整体：230 x 308 厘米（90 9/16 x 121 1/4 英寸）；木板：230 x 77 厘米（90 9/16 x 30 5/16 英寸）：克利夫兰艺术博物馆，Agnes Gund 赠 2006.134.C,松林与狼,2005,Contemp - 绘画,[],https://clevelandart.org/art/2006.134.c,无图像
2676,松林与狼》，2005 年。蔡国强（中国，1957 年生）。爆炸火药、导火线、木板背面烧纸；整体：230 x 308 厘米（90 9/16 x 121 1/4 英寸）；木板：230 x 77 厘米（90 9/16 x 30 5/16 英寸）：克利夫兰艺术博物馆，Agnes Gund 赠 2006.134.D,松林与狼,2005,Contemp - 绘画,[],https://clevelandart.org/art/2006.134.d,无图像
2677,中国，明代（1368-1644 年）。鎏金青铜，多彩；总尺寸：30.2 x 19.3 x 20.4 厘米（11.7/8 x 7.5/8 x 8.1/16 英寸）。克利夫兰艺术博物馆，威廉-凯利-辛普森为纪念其妻子玛丽莲-M-辛普森及其祖父母约翰-D-洛克菲勒夫妇而赠与。,观音坐像,1368–1644,中国 - 明朝,小约翰-D-洛克菲勒[1874-1960]和艾比-阿尔德里奇-洛克菲勒[1874-1948]收藏；后传给他们的女儿艾比-洛克菲勒[1903-1976]；后传给她的女儿玛丽莲-M-辛普森[1931-1980]（？辛普森 [1931-1980] (?-1980)；后裔传给其丈夫威廉-凯利-辛普森 [1928-2017]，赠予克利夫兰艺术博物馆（1980-2006 年）；克利夫兰艺术博物馆，克利夫兰，哦（2006 年-）。,https://clevelandart.org/art/2006.140,https://openaccess-cdn.clevelandart.org/2006.140/2006.140_web.jpg
2678,克利夫兰艺术博物馆，威廉-凯利-辛普森为纪念他的妻子玛丽莲-M-辛普森和她的祖父母约翰-D-洛克菲勒夫妇而赠送。,桃子与蝙蝠,1600 年代末-1700 年代,中国 - 清朝,小约翰-D-洛克菲勒[1874-1960]和艾比-阿尔德里奇-洛克菲勒[1874-1948]收藏；后传给他们的女儿艾比-洛克菲勒[1903-1976]；后传给她的女儿玛丽莲-M-辛普森[1931-1980]（？辛普森 [1931-1980] (?-1980)；后裔传给其丈夫威廉-凯利-辛普森 [1928-2017]，赠予克利夫兰艺术博物馆（1980-2006 年）；克利夫兰艺术博物馆，克利夫兰，哦（2006 年-）。,https://clevelandart.org/art/2006.141,https://openaccess-cdn.clevelandart.org/2006.141/2006.141_web.jpg
2679,明胶银印刷；纸张：克利夫兰艺术博物馆，Dudley P. Allen 基金 2006.165,征兆,1964,PH--20世纪杂项,从艺术家到西岸经销商，再到纽约劳伦斯-米勒画廊。,https://clevelandart.org/art/2006.165,无图像
2680,明胶银版画；纸张：49.4 x 39.1 厘米（19.7/16 x 15.3/8 英寸）；垫色：71.1 x 55.9 厘米（28 x 22 英寸）：克利夫兰艺术博物馆，Dudley P. Allen 基金 2006.166,下来,1961,PH--20世纪杂项,[],https://clevelandart.org/art/2006.166,无图像
2681,三危山，1941 年。张大千（中国，1899-1983 年）。挂轴；纸本水墨淡彩；绘画：克利夫兰艺术博物馆，购自 J. H. Wade 基金 2007.197。,三险山,1941,亚洲 - 挂轴,"王方宇 [1913-1997] and 沈慧 [1918-1996], short hills, nj (by 1991-?); (Sotheby's new york, May 31, 1994, lot 168) (May 31, 1994); Chunfang Tang collection 淳風堂藏 (? -2007); (Christie's, Hong Kong, november 26, 2007, lot 1220, 出售给 克利夫兰艺术博物馆) (november 26, 2007); cleveland museum of art (november 26, 2007)。-2007年）；（香港克里斯蒂拍卖行，2007年11月26日，拍号1220，售予克利夫兰艺术博物馆）（2007年11月26日）；克利夫兰艺术博物馆，克利夫兰，哦（2007年-）。",https://clevelandart.org/art/2007.197,无图像
2682,中国，清朝（1644-1911 年），康熙年间（1662-1772 年）。丝绸，两种鎏金金属线：缎织，辅以纬线花纹；肩宽 189.9 厘米（74.3/4 英寸）；后颈至下摆长：152.4 厘米（60 英寸）：克利夫兰艺术博物馆，Norman O. Stone 和 Ella A. Stone 纪念基金 2007.216。,藏族男袍（曲巴）,16世纪末,纺织品,(Myrna Myers 画廊，出售给克利夫兰艺术博物馆）（1980 年代至 2007 年）；克利夫兰艺术博物馆，克利夫兰，俄亥俄州（2007 年至今）,https://clevelandart.org/art/2007.216,https://openaccess-cdn.clevelandart.org/2007.216/2007.216_web.jpg
2683,鸟形瓮，公元前 2650-2350 年。中国西北部，新石器时代，马家窑文化，半山期（公元前 2650-2350 年）。陶器，有滑绘装饰；总尺寸：26.7 x 31.1 x 27.9 厘米（10 1/2 x 12 1/4 x 11 英寸）。,鸟形罐,公元前 2650-2350 年,中国 - 新石器时代,[],https://clevelandart.org/art/2007.276,https://openaccess-cdn.clevelandart.org/2007.276/2007.276_web.jpg
2684,春雨茅屋图》，1650 年。王建章（中国，1621-1662 年活跃）。手卷，纸上墨迹；图像：31 x 81.5 厘米（12 3/16 x 32 1/16 英寸）；整体：34.2 x 1164 厘米（13 7/16 x 458 1/4 英寸）。克利夫兰艺术博物馆，John L. Severance 基金 2008.108,春雨茅舍,1650,亚洲 - 手卷,宮偉鏐[1611-1680]，繼承宮本昂（1650-1680）；宮本昂[1821-1874]，繼承親戚廉泉及其妻吳芝瑛（？-1874）；廉泉 [1868-1932] 和吴芝瑛 [1868-1933]，中国杭州（1910-1933 年前）；（Sydney L. Moss LTD、伦敦，出售给克利夫兰艺术博物馆）(?-2008 年)；克利夫兰艺术博物馆，克利夫兰，哦 (2008-),https://clevelandart.org/art/2008.108,https://openaccess-cdn.clevelandart.org/2008.108/2008.108_web.jpg
2685,傅抱石（中国，1904-1965）.装裱成册页的扇面画，纸上水墨和彩色；总尺寸：21 x 55.5 厘米（8 1/4 x 21 7/8英寸）.克利夫兰艺术博物馆，Leonard C. Hanna Jr.,成扇册页一套,1960s,亚洲 - 相册叶,傅抱石家族收藏，中国南京（1960年代-？）；（香港翰墨轩有限公司，出售给克利夫兰艺术博物馆）（?-2008年）；克利夫兰艺术博物馆，俄亥俄州克利夫兰（2008年至今）,https://clevelandart.org/art/2008.13,无图像
2686,傅抱石（中国，1904-1965）.装裱成册页的扇面画，纸上水墨和彩色；总尺寸：21 x 55.5 厘米（8 1/4 x 21 7/8 英寸）.克利夫兰艺术博物馆，小莱昂纳德-C-汉纳基金 2008.13.1,第1页：松荫下观瀑,1962,亚洲 - 相册叶,傅抱石家族收藏，中国南京（1960年代-？）；（香港翰墨轩有限公司，出售给克利夫兰艺术博物馆）（?-2008年）；克利夫兰艺术博物馆，俄亥俄州克利夫兰（2008年至今）,https://clevelandart.org/art/2008.13.1,无图像
2687,傅抱石（中国，1904-1965）.装裱成册页的扇面画，纸上水墨和彩色；总尺寸：20.7 x 54.8 厘米（8 1/8 x 21 9/16 英寸）.克利夫兰艺术博物馆，Leonard C. Hanna Jr.基金 2008.13.10,第10页：独自观瀑,1960s,亚洲 - 相册叶,傅抱石家族收藏，中国南京（1960年代-？）；（香港翰墨轩有限公司，出售给克利夫兰艺术博物馆）（?-2008年）；克利夫兰艺术博物馆，俄亥俄州克利夫兰（2008年至今）,https://clevelandart.org/art/2008.13.10,无图像
2688,傅抱石（中国，1904-1965）.装裱成册页的扇面画，纸上水墨和彩色；总尺寸：20.3 x 55.4 厘米（8 x 21 13/16 英寸）.克利夫兰艺术博物馆，小莱昂纳德-C-汉纳基金 2008.13.11,第11页：二老观瀑,1960s,亚洲 - 相册叶,傅抱石家族收藏，中国南京（1960年代-？）；（香港翰墨轩有限公司，出售给克利夫兰艺术博物馆）（?-2008年）；克利夫兰艺术博物馆，俄亥俄州克利夫兰（2008年至今）,https://clevelandart.org/art/2008.13.11,无图像
2689,傅抱石（中国，1904-1965）.装裱成册页的扇面画，纸上水墨和彩色；总尺寸：18.5 x 51.4 厘米（7.5/16 x 20.1/4 英寸）.克利夫兰艺术博物馆，Leonard C. Hanna Jr.基金 2008.13.12,第12页：太华山云雾,1960s,亚洲 - 相册叶,傅抱石家族收藏，中国南京（1960年代-？）；（香港翰墨轩有限公司，出售给克利夫兰艺术博物馆）（?-2008年）；克利夫兰艺术博物馆，俄亥俄州克利夫兰（2008年至今）,https://clevelandart.org/art/2008.13.12,无图像
2690,傅抱石（中国，1904-1965）.装裱成册页的扇面画，纸上水墨和彩色；总尺寸：20 x 54.5 厘米（7 7/8 x 21 7/16 英寸）.克利夫兰艺术博物馆，Leonard C. Hanna Jr.基金 2008.13.2,第2页：听瀑,1962,亚洲 - 相册叶,傅抱石家族收藏，中国南京（1960年代-？）；（香港翰墨轩有限公司，出售给克利夫兰艺术博物馆）（?-2008年）；克利夫兰艺术博物馆，俄亥俄州克利夫兰（2008年至今）,https://clevelandart.org/art/2008.13.2,无图像
2691,傅抱石（中国，1904-1965）.装裱成册页的扇面画，纸上水墨和彩色；总尺寸：19 x 52.5 厘米（7 1/2 x 20 11/16 英寸）.克利夫兰艺术博物馆，Leonard C. Hanna Jr.基金 2008.13.3,第3页：山中清溪,1962,亚洲 - 相册叶,傅抱石家族收藏，中国南京（1960年代-？）；（香港翰墨轩有限公司，出售给克利夫兰艺术博物馆）（?-2008年）；克利夫兰艺术博物馆，俄亥俄州克利夫兰（2008年至今）,https://clevelandart.org/art/2008.13.3,无图像
2692,傅抱石（中国，1904-1965）.装裱成册页的扇面画，纸上水墨和彩色；总尺寸：20 x 54 厘米（7 7/8 x 21 1/4英寸）.克利夫兰艺术博物馆，小莱昂纳德-C-汉纳基金 2008.13.4,听瀑,1962,亚洲 - 相册叶,傅抱石家族收藏，中国南京（1960年代-？）；（香港翰墨轩有限公司，出售给克利夫兰艺术博物馆）（?-2008年）；克利夫兰艺术博物馆，俄亥俄州克利夫兰（2008年至今）,https://clevelandart.org/art/2008.13.4,无图像
2693,傅抱石（中国，1904-1965）.装裱成册页的扇面画，纸上水墨和彩色；总尺寸：13.5 x 42.5 厘米（5.5/16 x 16.3/4英寸）.克利夫兰艺术博物馆，Leonard C. Hanna Jr.基金 2008.13.5,春江泛舟,1963,亚洲 - 相册叶,傅抱石家族收藏，中国南京（1960年代-？）；（香港翰墨轩有限公司，出售给克利夫兰艺术博物馆）（?-2008年）；克利夫兰艺术博物馆，俄亥俄州克利夫兰（2008年至今）,https://clevelandart.org/art/2008.13.5,无图像
