object_id,title,link,image,object_type,current_location,culture,provenience,creator,date_made,section,materials,technique,description,length,width,credit_line
C448,Painting,https://www.penn.museum/collections/object/137946,https://www.penn.museum/collections/assets/300/266973.jpg,,Collections Storage,Chinese,China,Zhao Mengfu,1310 - 15th Century,Asian,Ink | Silk | Gilt | Wood,Painted | Woven,"Painting in ink and muted color on silk.  A fur clad leather booted Tartar horseman is depicted here on a small Mongolian pony returning from a winter hunt with a slain deer and a large bird slung over the saddle. Tartar are an ethnic group that is Turkic in origin, found in Mongolia and the surrounding areas. The unknown artist painted in the style of the famous Yuan Dynasty artist, Zhao Mengfu 赵孟頫 (1254-1322 CE). Although this Ming Dynasty version is signed with Zhao Mengfu's  name, there is no evidence that this is copied from an original Zhao Mengfu painting. The painting recalls the tastes of Mongol rulers, such as Khubilai Khan, during the thirteenth century. The painting is mounted on coarse silk in a gilt wooden frame.  It is in the Yuan style.",,,"Purchased from Worch of Paris, 1925"
CG94-1-101,Thangka,https://www.penn.museum/collections/object/171404,https://www.penn.museum/collections/assets/300/49152.jpg,,Collections Storage,Tibetan | Buddhist,Tibet,,,Asian,Silk | Metal | Cotton,,Thangka frame with blue border and a dragon at the bottom. Central image is missing.,,,
CG2003-1-3,Thangka,https://www.penn.museum/collections/object/367819,https://www.penn.museum/collections/assets/300/208859.jpg,,Collections Storage,Tibetan | Tibetan Buddhism | Buddhist,Tibet,,19th Century,Asian,Silk,,Shri Lakshmi (pal lhamo): The peaceful form of Shri Devi Dudsolma.,,,
CG2003-1-1,Thangka,https://www.penn.museum/collections/object/367818,https://www.penn.museum/collections/assets/300/207589.jpg,,Collections Storage,Tibetan | Tibetan Buddhism | Buddhist,Tibet,,18th Century,Asian,Silk,,Sakyamuni Buddha and various deities.,,,
49-13-2,Thangka,https://www.penn.museum/collections/object/58424,https://www.penn.museum/collections/assets/300/207528.jpg,,Collections Storage,Tibetan | Buddhist | Gelupgpa Sect,Tibet | Lhasa (uncertain),,18th Century,Asian,,Lhasa Style,"Painting probably painted by a Lhasa artist.  Pehar, patron of sorcerers for the Gelugpa Sect, Tibet.  At the top is Tsongkhapa, founder of the Gelugpa sect of Buddhism.  Below him is Hayagriva (or Tamdin) the demon protector of the sect.  At the bottom is a lama sorcerer, probably the State Oracle of Nechung (near Lhasa).  The eleven demons are less easy to identify:  top, right is a most unusual form of Kubera, below him is Tshangs-pa Dkar-po; top left, two still unidentified; on both sides of the central figure, his four brothers, Five Kings.  Below, dam can rdo rje legs pa, bTsan-rgyal [?] and Rahu.  Since the rocks are painted in the so-called 'Lhasa style', and the Nechung oracle is apparently represented, this probably was painted by a Lhasa artist.  Date unknowable.  Painting very rare and valuable.",,,"Gift of John F. Lewis, Jr., 1949"
52-23-63B,Mandarin Square,https://www.penn.museum/collections/object/193571,https://www.penn.museum/collections/assets/300/56459.jpg,,Collections Storage,Chinese,China,,Early 19th Century,Asian,Silk | Gold Thread | Ink,Kesi | Tapestry Weave | Painted,"Rank badge to be worn on front of robe of Imperial Censor or Judge.  At center a white Xiezhi (獬豸) with a blue and green mane and tail and orange flames sits in a rocky landscape with waterfall.  There is a pavillion on one side and the landscape includes pines, peonies, fungus and bamboo.  The sky is gold with multi-colored clouds, two bats and a red sun.  Stylized kuilong dragons in navy form the border with band of gold at outer edge.  Design is done in kesi (緙絲) tapestry with painted details in black ink.  Blue silk backing with stamp ""Made in China.""  Vertical seam at center.",,29 cm,"Purchased from J. S. Letcher, 1952"
C450,Scroll Painting,https://www.penn.museum/collections/object/148826,https://www.penn.museum/collections/assets/300/89502.jpg,,Collections Storage,Chinese | Buddhist | Chan Buddhist,China,Qiu Ying | Style of Li Gonglin,1545,Asian,Paper | Pigment,Painted,"Scroll painting attributed to Qiu Ying 仇英 (1494 - 1552 CE) in the style of Li Gonglin 李公麟 (1049 - 1106 CE). The subject of the ""Eighteen Luohan"" (Sanskrit: arhat), the Buddha's disciples who attained enlightenment through their own efforts, was a favorite theme in Chinese legend and painting. This painting's silver and gold lines on a dark blue ground, a trait of Chinese and Japanese Buddhist painting from the 8th century CE onward, create a sumptuous yet sublime effect. In China scarcely any paintings of this style remain; this is one of the few known existing pieces. Generally two schools, literati and court artisan, dominated the painting of pre-modern China. The literati painters preferred untrammeled, expressive brush strokes, while the professional court artisans usually paid meticulous attention to detail. Though a professional painter, Qiu was well acquainted with the literati and was active in their circles in Suzhou where he lived. The blending of these two traditions is apparent in this beautiful work. Each Luohan is paired with a poem whose content is a montage of vague terms coupled with fleeting images. These poems suggest influence from the tradition of Chan (Zen) Buddhism.",228.6 cm,,"Purchased from Worch of Paris, 1925"
CG94-1-99,Scroll Painting,https://www.penn.museum/collections/object/204203,https://www.penn.museum/collections/assets/300/99994.jpg,,Collections Storage,Chinese,China,,"October 16, 1825",Asian,Paper | Silk,,"Painting of the Qingming festival on silk fabric backed with paper and with mountains and trees on the background. Goats, horses, flowering trees, boats, houses are also present in the painting. Everything painted in bright colors. The colophon at the end gives the date: Daoguang 5th year, October 16, 1825.  It also gives the name of the artist and the place it was painted: Jingde Province, Tangxian (painter).",1478 cm,28.5 cm,
CG98-1-138C,Rubbing,https://www.penn.museum/collections/object/42812,https://www.penn.museum/collections/assets/300/746943.jpg,,Collections Storage,Chinese | Buddhist,China,,19th Century,Asian,Paper,Rubbing,"Rubbing on white paper. From stone carving. 4 colomns of text in upper left hand side of page with two seals.  2 columns of text in upper right hand side of page with single small seal.  Figure of bald man seated on rock with arms in the air.  Text is from the Fozu lidai tongzai, 佛祖歷代通載  a standard Buddhist text.  From a series of 18 Luohan with original calligraphyby Wu Changshuo, 吴昌硕, (1844-1927) and images painted by Wang Yiting [Wang Zhen, 王震].",27 cm,18 cm,
CG98-1-138G,Rubbing,https://www.penn.museum/collections/object/230455,https://www.penn.museum/collections/assets/300/746947.jpg,,Collections Storage,Chinese | Buddhist,China,,19th Century,Asian,Paper,Rubbing,"Rubbing on white paper.  From stone carving.  2 colomns of text in upper left hand side of page with 1 seal. 2 columns of text in upper right hand side of page with single small seal.  Single seal in bottom right corner.  Figure of bald man in monks' robes.  Holding lotus shaped object.  Barefoot.  Text is from the Fozu lidai tongzai, 佛祖歷代通載  a standard Buddhist text.  From a series of 18 Luohan with original calligraphyby Wu Changshuo, 吴昌硕, (1844-1927) and images painted by Wang Yiting [Wang Zhen, 王震].",27 cm,18 cm,
CG98-1-138L,Rubbing,https://www.penn.museum/collections/object/328880,https://www.penn.museum/collections/assets/300/746952.jpg,,Collections Storage,Chinese | Buddhist,China,,19th Century,Asian,Paper,Rubbing,"Rubbing on white paper.  From stone carving.  2 columns of text in upper left hand side.  3 columns of text in upper right hand side of page with single small seal.  Single seal in bottom left corner.  Figure of bald man in monks' robes walking with sack tied to stick.  Probably luohan figure. Text is from the Fozu lidai tongzai, 佛祖歷代通載  a standard Buddhist text.  From a series of 18 Luohan with original calligraphyby Wu Changshuo, 吴昌硕, (1844-1927) and images painted by Wang Yiting [Wang Zhen, 王震].",27 cm,18 cm,
CG98-1-138F,Rubbing,https://www.penn.museum/collections/object/194789,https://www.penn.museum/collections/assets/300/746946.jpg,,Collections Storage,Chinese | Buddhist,China,,19th Century,Asian,Paper,Rubbing,"Rubbing on white paper.  From stone carving.  2 colomns of text in upper left hand side of page with 1 seal. 4 columns of text in upper right hand side of page with single small seal.  Single seal in bottom left corner.  Figure of man with hair around sides of head and beard seated.  Text is from the Fozu lidai tongzai, 佛祖歷代通載  a standard Buddhist text.  From a series of 18 Luohan with original calligraphyby Wu Changshuo, 吴昌硕, (1844-1927) and images painted by Wang Yiting [Wang Zhen, 王震].",27 cm,18 cm,
CG98-1-138P,Rubbing,https://www.penn.museum/collections/object/139444,https://www.penn.museum/collections/assets/300/746956.jpg,,Collections Storage,Chinese | Buddhist,China,,19th Century,Asian,Paper,Rubbing,"Rubbing on white paper.  From stone carving.  3 columns of text in upper left hand side with single seal.  2 columns of text in upper right hand side of page with 1 seal.  Single seal in bottom right corner.  Figure of bearded man in monks' robes walking.  Hooded.  Seated on mat.  Probably luohan figure. Text is from the Fozu lidai tongzai, 佛祖歷代通載  a standard Buddhist text.  From a series of 18 Luohan with original calligraphyby Wu Changshuo, 吴昌硕, (1844-1927) and images painted by Wang Yiting [Wang Zhen, 王震].",27 cm,18 cm,
CG98-1-138R,Rubbing,https://www.penn.museum/collections/object/167966,https://www.penn.museum/collections/assets/300/746958.jpg,,Collections Storage,Chinese | Buddhist,China,,19th Century,Asian,Paper,Rubbing,"Rubbing on white paper.  From stone carving.  2 columns of text in upper left hand side with single seal.  3 columns of text in upper right hand side of page with 1 seal.  Single seal in bottom left corner.  Figure of bald man in monks' robes with small bald and robed attendant.  Luohan holds a stick.  Probably luohan figure. Text is from the Fozu lidai tongzai, 佛祖歷代通載  a standard Buddhist text.  From a series of 18 Luohan with original calligraphyby Wu Changshuo, 吴昌硕, (1844-1927) and images painted by Wang Yiting [Wang Zhen, 王震].",27 cm,18 cm,
CG98-1-138O,Rubbing,https://www.penn.museum/collections/object/155152,https://www.penn.museum/collections/assets/300/746955.jpg,,Collections Storage,Chinese | Buddhist,China,,19th Century,Asian,Paper,Rubbing,"Rubbing on white paper.  From stone carving.  2 columns of text in upper left hand side with single seal.  2 columns of text in upper right hand side of page with 1 seal.  Single seal in bottom right corner.  Figure of bald man in monks' robes walking.  Holds round bowl in right hand.  Probably luohan figure. Text is from the Fozu lidai tongzai, 佛祖歷代通載  a standard Buddhist text.  From a series of 18 Luohan with original calligraphyby Wu Changshuo, 吴昌硕, (1844-1927) and images painted by Wang Yiting [Wang Zhen, 王震].",27 cm,18 cm,
CG98-1-138Q,Rubbing,https://www.penn.museum/collections/object/125035,https://www.penn.museum/collections/assets/300/746957.jpg,,Collections Storage,Chinese | Buddhist,China,,19th Century,Asian,Paper,Rubbing,"Rubbing on white paper.  From stone carving.  2 columns of text in upper left hand side with single seal.  8 columns of text in upper right hand side of page with 2 seals.  Single seal in bottom right corner.  Figure of bearded man in monks' robes being carried on cloth by four men.  Probably luohan figure. Text is from the Fozu lidai tongzai, 佛祖歷代通載  a standard Buddhist text.  From a series of 18 Luohan with original calligraphyby Wu Changshuo, 吴昌硕, (1844-1927) and images painted by Wang Yiting [Wang Zhen, 王震].",27 cm,18 cm,
